RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
57770,12171,CLEAR CREEK RD NW,Minor Arterial,2,1169,Urban,1169,Silverdale UGA,Silverdale UGA,1168,NA,NA,NA,8,6,NA,2,0,2,2,1168,2336
57950,14111,NW TRIGGER AVE,Minor Arterial,2,164,Urban,164,Silverdale UGA,Silverdale UGA,3,NA,NA,10,NA,6,NA,0,2,2,2,3,6
1015,786,NW MATHWIG LN,Local Access,2,1814,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1814,0
1054,12185,CHAGNON PL NW,Local Access,2,2996,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2996,0
13852,9782,NW WILKES ST,Local Access,2,134,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,134,0
57770,12063,CLEAR CREEK RD NW,Minor Arterial,2,2577,Urban,2577,Silverdale UGA,Silverdale UGA,2398,NA,NA,8,8,6,NA,2,2,4,4,2398,9592
57770,12063,CLEAR CREEK RD NW,Minor Arterial,2,2577,Urban,2577,Silverdale UGA,Silverdale UGA,179,NA,NA,8,8,6,NA,2,2,4,4,179,716
57770,12063,CLEAR CREEK RD NW,Minor Arterial,2,2577,Urban,2577,Silverdale UGA,Silverdale UGA,0,NA,NA,8,NA,6,NA,0,2,2,2,0,0
57958,12905,LEEWAY AVE NW,Local Access,2,1129,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1129,0
13549,2654,NW ANDERSON HILL RD,Major Collector,2,1109,Urban,1109,Silverdale UGA,Silverdale UGA,145,NA,NA,4,NA,6,NA,0,1,1,1,145,145
13549,2654,NW ANDERSON HILL RD,Major Collector,2,1109,Urban,1109,Silverdale UGA,Silverdale UGA,150,NA,NA,NA,4,6,NA,1,0,1,1,150,150
13847,12951,SIROCCO CIR NW,Local Access,2,908,Urban,908,Silverdale UGA,Silverdale UGA,57,NA,NA,4,NA,5,NA,0,1,1,1,57,57
13854,12097,ASHLEY CIR NW,Local Access,2,231,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,231,0
13846,9850,NW WINDSPRINT CT,Local Access,2,108,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,108,0
57730,10164,NW RANDALL WAY,Minor Arterial,2,526,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,526,0
57958,5441,LEEWAY AVE NW,Local Access,2,1477,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1477,0
13855,3068,ASHLEY DR NW,Local Access,2,271,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,271,0
13854,1076,ASHLEY CIR NW,Local Access,2,200,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,200,0
13858,1248,HAMILTON PL NW,Local Access,2,453,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,453,0
13549,12372,NW ANDERSON HILL RD,Major Collector,2,898,Urban,898,Silverdale UGA,Silverdale UGA,898,NA,NA,4,4,6,NA,1,1,2,2,898,1796
13549,11556,NW ANDERSON HILL RD,Major Collector,2,524,Urban,524,Silverdale UGA,Silverdale UGA,298,NA,NA,4,4,6,NA,1,1,2,2,298,596
13549,11556,NW ANDERSON HILL RD,Major Collector,2,524,Urban,524,Silverdale UGA,Silverdale UGA,207,NA,NA,4,4,6,NA,1,1,2,2,207,414
13549,11556,NW ANDERSON HILL RD,Major Collector,2,524,Urban,524,Silverdale UGA,Silverdale UGA,17,NA,NA,4,4,6,NA,1,1,2,2,17,34
57810,1465,OLD FRONTIER RD NW,Major Collector,2,210,Urban,210,Silverdale UGA,Silverdale UGA,44,NA,NA,2,NA,6,NA,0,1,1,1,44,44
57810,1465,OLD FRONTIER RD NW,Major Collector,2,210,Urban,210,Silverdale UGA,Silverdale UGA,136,NA,NA,2,3,6,NA,1,1,2,2,136,272
57684,5608,NW HIGHLAND CT,Local Access,2,860,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,860,0
57768,15416,NW GREAVES WAY,Minor Arterial,0,2281,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2281,0
13770,10671,DICKEY RD NW,Major Collector,2,1152,Urban,1152,Silverdale UGA,Silverdale UGA,152,NA,NA,3,3,6,NA,1,1,2,2,152,304
57681,11901,WOODCREST LOOP NW,Local Access,2,955,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,955,0
13549,7795,NW ANDERSON HILL RD,Minor Arterial,2,785,Urban,785,Silverdale UGA,Silverdale UGA,494,NA,NA,4,4,6,NA,1,1,2,2,494,988
13549,7795,NW ANDERSON HILL RD,Minor Arterial,2,785,Urban,785,Silverdale UGA,Silverdale UGA,291,NA,NA,4,4,6,NA,1,1,2,2,291,582
13549,9493,NW ANDERSON HILL RD,Minor Arterial,2,706,Urban,706,Silverdale UGA,Silverdale UGA,706,NA,NA,4,4,6,NA,1,1,2,2,706,1412
13549,1970,NW ANDERSON HILL RD,Minor Arterial,2,357,Urban,357,Silverdale UGA,Silverdale UGA,13,NA,NA,4,4,6,NA,1,1,2,2,13,26
13549,1970,NW ANDERSON HILL RD,Minor Arterial,2,357,Urban,357,Silverdale UGA,Silverdale UGA,344,NA,NA,4,4,6,NA,1,1,2,2,344,688
13820,5791,NW APEX AIRPORT RD,Major Collector,2,526,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,526,0
57810,18477,OLD FRONTIER RD NW,Major Collector,2,292,Urban,292,Silverdale UGA,Silverdale UGA,292,NA,NA,2,3,6,NA,1,1,2,2,292,584
57810,18820,OLD FRONTIER RD NW,Major Collector,2,144,Urban,144,Silverdale UGA,Silverdale UGA,144,NA,NA,2,3,6,NA,1,1,2,2,144,288
57768,19194,NW GREAVES WAY,Minor Arterial,0,1082,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1082,0
13854,150,ASHLEY CIR NW,Local Access,2,1389,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1389,0
13854,1771,ASHLEY CIR NW,Local Access,2,399,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,399,0
57735,9754,NW PLAZA RD,Local Access,2,637,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,637,0
57730,10495,NW RANDALL WAY,Minor Arterial,2,978,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,978,0
57952,7299,RUDDER PL NW,Local Access,2,316,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,316,0
57813,683,FRONTIER PL NW,Local Access,2,180,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,180,0
57813,1078,FRONTIER PL NW,Local Access,2,974,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,974,0
57813,12839,FRONTIER PL NW,Local Access,2,736,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,736,0
13857,1392,NW SAVANNAH CT,Local Access,2,179,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,179,0
57810,4993,OLD FRONTIER RD NW,Major Collector,2,1414,Urban,1414,Silverdale UGA,Silverdale UGA,763,NA,NA,3,3,6,NA,1,1,2,2,763,1526
1047,4545,NW HARRISON AVE,Local Access,2,166,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166,0
1045,6920,SHORE PL NW,Local Access,2,377,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,377,0
56742,14329,WHALING AVE NW,Local Access,2,27,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,0
13910,3840,MARTIN AVE NW,Local Access,2,64,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64,0
1046,9577,SHORE PL NW,Local Access,2,210,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210,0
13853,3604,WILKES CT NW,Local Access,2,394,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,394,0
57957,10576,JETTY PL NW,Local Access,2,772,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,772,0
57953,11301,WHARF PL NW,Local Access,2,636,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,636,0
57810,15414,OLD FRONTIER RD NW,Major Collector,2,2232,Urban,2232,Silverdale UGA,Silverdale UGA,478,NA,NA,2,NA,6,NA,0,1,1,1,478,478
57810,15414,OLD FRONTIER RD NW,Major Collector,2,2232,Urban,2232,Silverdale UGA,Silverdale UGA,412,NA,NA,NA,3,6,NA,1,0,1,1,412,412
57810,15414,OLD FRONTIER RD NW,Major Collector,2,2232,Urban,2232,Silverdale UGA,Silverdale UGA,260,NA,NA,3,3,6,NA,1,1,2,2,260,520
57810,15414,OLD FRONTIER RD NW,Major Collector,2,2232,Urban,2232,Silverdale UGA,Silverdale UGA,913,NA,NA,3,3,6,NA,1,1,2,2,913,1826
57810,15414,OLD FRONTIER RD NW,Major Collector,2,2232,Urban,2232,Silverdale UGA,Silverdale UGA,150,NA,NA,3,3,6,NA,1,1,2,2,150,300
57810,15414,OLD FRONTIER RD NW,Major Collector,2,2232,Urban,2232,Silverdale UGA,Silverdale UGA,135,NA,NA,3,3,6,NA,1,1,2,2,135,270
13851,3968,NW SPRINGTREE CT,Local Access,2,345,Urban,345,Silverdale UGA,Silverdale UGA,344,3,NA,NA,NA,5,NA,0,1,1,1,344,344
13852,10660,NW WILKES ST,Local Access,2,269,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,269,0
13847,5242,SIROCCO CIR NW,Local Access,2,2049,Urban,2049,Silverdale UGA,Silverdale UGA,2049,NA,NA,4,NA,5,NA,0,1,1,1,2049,2049
57810,6669,OLD FRONTIER RD NW,Major Collector,2,567,Urban,567,Silverdale UGA,Silverdale UGA,339,NA,NA,3,3,6,NA,1,1,2,2,339,678
57810,6669,OLD FRONTIER RD NW,Major Collector,2,567,Urban,567,Silverdale UGA,Silverdale UGA,228,NA,NA,2,3,6,NA,1,1,2,2,228,456
13847,443,SIROCCO CIR NW,Local Access,2,805,Urban,805,Silverdale UGA,Silverdale UGA,789,NA,NA,4,NA,5,NA,0,1,1,1,789,789
13847,1495,SIROCCO CIR NW,Local Access,2,140,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,140,0
13847,12652,SIROCCO CIR NW,Local Access,2,197,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,197,0
13854,1770,ASHLEY CIR NW,Local Access,2,167,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,167,0
57950,4536,NW TRIGGER AVE,Minor Arterial,2,2587,Urban,2587,Silverdale UGA,Silverdale UGA,5,NA,NA,10,NA,6,NA,0,2,2,2,5,10
57770,3838,CLEAR CREEK RD NW,Minor Arterial,2,448,Urban,448,Silverdale UGA,Silverdale UGA,0,NA,NA,8,NA,6,NA,0,2,2,2,0,0
57770,3838,CLEAR CREEK RD NW,Minor Arterial,2,448,Urban,448,Silverdale UGA,Silverdale UGA,448,NA,NA,8,8,6,NA,2,2,4,4,448,1792
57640,4276,CONNOR LOOP NW,Local Access,2,156,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156,0
57608,9793,BENNINGTON DR NW,Local Access,2,347,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,347,0
57460,7650,DOGWOOD AVE NW,Local Access,2,641,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,641,0
57460,4005,DOGWOOD AVE NW,Local Access,2,650,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,650,0
57450,5348,ELM AVE NW,Local Access,2,682,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,682,0
57686,10432,NW TIMBERVIEW CT,Local Access,2,765,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,765,0
56760,7347,NW PINNACLE CT,Local Access,2,155,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155,0
57674,7399,NW RIDGELANE CT,Local Access,2,197,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,197,0
57660,9078,NW SCHOLD PL,Local Access,2,190,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,190,0
57641,2871,NW CAIRO ST,Local Access,2,238,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,238,0
57610,6080,NW ISLAND LAKE RD,Local Access,2,691,Urban,691,Silverdale UGA,Silverdale UGA,248,NA,NA,1,1,5,NA,1,1,2,2,248,496
57610,6080,NW ISLAND LAKE RD,Local Access,2,691,Urban,691,Silverdale UGA,Silverdale UGA,359,NA,NA,1,1,5,NA,1,1,2,2,359,718
57305,997,NW TIMBER SHADOW CT,Local Access,2,149,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,149,0
57665,1197,NW HIDDEN PL,Local Access,2,952,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,952,0
57607,5147,NW CRESTVIEW CT,Local Access,2,157,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,157,0
56760,5747,NW PINNACLE CT,Local Access,2,185,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,185,0
57660,12924,NW SCHOLD PL,Local Access,2,482,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,482,0
57740,10597,NW BUCKLIN HILL RD,Minor Arterial,2,493,Urban,493,Silverdale UGA,Silverdale UGA,0,NA,NA,6,NA,6,NA,0,2,2,2,0,0
57740,10597,NW BUCKLIN HILL RD,Minor Arterial,2,493,Urban,493,Silverdale UGA,Silverdale UGA,58,NA,NA,6,6,6,NA,2,2,4,4,58,232
57500,9697,NW ISLAND LAKE PKWY,Local Access,2,250,Urban,250,Silverdale UGA,Silverdale UGA,250,NA,NA,1,1,5,NA,1,1,2,2,250,500
57660,15226,NW SCHOLD PL,Local Access,2,236,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,236,0
57525,669,NW WASHINGTON PL,Local Access,2,118,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,118,0
57740,9792,NW BUCKLIN HILL RD,Minor Arterial,2,336,Urban,336,Silverdale UGA,Silverdale UGA,0,NA,NA,NA,5,6,NA,1,0,1,1,0,0
57740,7648,NW BUCKLIN HILL RD,Minor Arterial,2,1202,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1202,0
57740,11879,NW BUCKLIN HILL RD,Minor Arterial,2,963,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,963,0
56761,13119,PRESCOTT PL NW,Local Access,2,175,Urban,175,Silverdale UGA,Silverdale UGA,99,3,NA,NA,NA,5,NA,0,1,1,1,99,99
57740,6927,NW BUCKLIN HILL RD,Minor Arterial,2,426,Urban,426,Silverdale UGA,Silverdale UGA,319,NA,NA,6,6,6,NA,2,2,4,4,319,1276
57740,6927,NW BUCKLIN HILL RD,Minor Arterial,2,426,Urban,426,Silverdale UGA,Silverdale UGA,26,NA,NA,6,6,6,NA,2,2,4,4,26,104
57740,6927,NW BUCKLIN HILL RD,Minor Arterial,2,426,Urban,426,Silverdale UGA,Silverdale UGA,0,NA,NA,6,NA,6,NA,0,2,2,2,0,0
57740,6927,NW BUCKLIN HILL RD,Minor Arterial,2,426,Urban,426,Silverdale UGA,Silverdale UGA,79,NA,NA,6,6,6,NA,2,2,4,4,79,316
57740,2630,NW BUCKLIN HILL RD,Minor Arterial,2,894,Urban,894,Silverdale UGA,Silverdale UGA,52,NA,NA,6,6,6,NA,2,2,4,4,52,208
57740,2630,NW BUCKLIN HILL RD,Minor Arterial,2,894,Urban,894,Silverdale UGA,Silverdale UGA,257,NA,NA,NA,5,6,NA,1,0,1,1,257,257
56670,1783,LEVIN RD NW,Local Access,2,1365,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1365,0
57610,2759,NW ISLAND LAKE RD,Local Access,2,282,Urban,282,Silverdale UGA,Silverdale UGA,104,NA,NA,1,1,5,NA,1,1,2,2,104,208
57610,2759,NW ISLAND LAKE RD,Local Access,2,282,Urban,282,Silverdale UGA,Silverdale UGA,177,NA,NA,1,1,5,NA,1,1,2,2,177,354
57610,130,NW ISLAND LAKE RD,Local Access,2,246,Urban,246,Silverdale UGA,Silverdale UGA,246,NA,NA,1,1,5,NA,1,1,2,2,246,492
57632,7170,VANTAGE VISTA PL NW,Local Access,2,750,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,750,0
57590,4509,CAMP CT NW,Local Access,2,226,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,226,0
57610,7136,NW ISLAND LAKE RD,Local Access,2,326,Urban,326,Silverdale UGA,Silverdale UGA,326,NA,NA,1,1,5,NA,1,1,2,2,326,652
57615,4691,AVANTE DR NW,Local Access,2,1661,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1661,0
57570,1656,NW CAREY ST,Local Access,2,265,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,265,0
57660,4399,NW SCHOLD PL,Local Access,2,196,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,196,0
57690,6039,MYHRE PL NW,Local Access,2,459,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,459,0
57550,4386,LAKE AVE NW,Local Access,2,417,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,417,0
56791,4612,RIDGETOP BLVD NW,Principal Arterial,2,552,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,552,0
57609,11467,NW ROCKFORD CIR,Local Access,2,533,Urban,533,Silverdale UGA,Silverdale UGA,501,3,NA,NA,NA,5,NA,0,1,1,1,501,501
56791,2604,RIDGETOP BLVD NW,Principal Arterial,2,493,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,493,0
56791,836,RIDGETOP BLVD NW,Principal Arterial,2,823,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,823,0
56791,1966,RIDGETOP BLVD NW,Principal Arterial,2,547,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,547,0
56791,13138,RIDGETOP BLVD NW,Principal Arterial,2,271,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,271,0
57640,8853,CONNOR LOOP NW,Local Access,2,488,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,488,0
57608,120,BENNINGTON DR NW,Local Access,2,251,Urban,251,Silverdale UGA,Silverdale UGA,251,NA,NA,NA,4,5,NA,1,0,1,1,251,251
57640,12623,CONNOR LOOP NW,Local Access,2,832,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,832,0
57650,447,SCHOLD RD NW,Local Access,2,963,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,963,0
57630,5776,RIDGEPOINT DR NW,Local Access,2,477,Urban,477,Silverdale UGA,Silverdale UGA,19,NA,3,NA,NA,5,NA,1,0,1,1,19,19
57631,478,RIDGEPOINT CIR NW,Local Access,2,512,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,512,0
57631,12864,RIDGEPOINT CIR NW,Local Access,2,497,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,497,0
57642,157,TEMPLETON AVE NW,Local Access,2,434,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,434,0
19515,12370,SILVERDALE WAY NW,Principal Arterial,2,410,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,410,0
57500,8392,NW ISLAND LAKE PKWY,Local Access,2,212,Urban,212,Silverdale UGA,Silverdale UGA,212,NA,NA,1,1,5,NA,1,1,2,2,212,424
57485,4646,LAKEVIEW AVE NW,Local Access,2,634,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,634,0
57664,8427,NW MARMOT CIR,Local Access,2,649,Urban,649,Silverdale UGA,Silverdale UGA,647,3,NA,NA,NA,5,NA,0,1,1,1,647,647
57608,7885,BENNINGTON DR NW,Local Access,2,300,Urban,300,Silverdale UGA,Silverdale UGA,0,NA,NA,4,NA,5,NA,0,1,1,1,0,0
57608,7885,BENNINGTON DR NW,Local Access,2,300,Urban,300,Silverdale UGA,Silverdale UGA,300,NA,NA,NA,4,5,NA,1,0,1,1,300,300
57673,3585,RIDGELANE DR NW,Local Access,2,169,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,169,0
57720,5841,NW MYHRE RD,Minor Arterial,2,168,Urban,168,Silverdale UGA,Silverdale UGA,149,5,NA,NA,NA,6,NA,0,3,3,3,149,447
57672,4105,NW SPIRIT RIDGE DR,Local Access,2,173,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,173,0
