RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,time,id,OBJECTID,tomatch,distance,sidewalk_left,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
38010,5062,SE SOUTHWORTH DR,Minor Arterial,1,389,Rural,389,15,South Colby Elementary,2,South Colby Elementary,118,NA,NA,5,4,NA,4,5,5,10,10,118,1180
38010,5062,SE SOUTHWORTH DR,Minor Arterial,1,389,Rural,389,15,South Colby Elementary,2,South Colby Elementary,21,NA,NA,5,4,NA,4,5,5,10,10,21,210
38010,6761,SE SOUTHWORTH DR,Minor Arterial,1,158,Rural,158,15,South Colby Elementary,2,South Colby Elementary,48,NA,NA,5,4,NA,4,5,5,10,10,48,480
38010,3381,SE SOUTHWORTH DR,Minor Arterial,1,911,Rural,911,15,South Colby Elementary,2,South Colby Elementary,277,NA,NA,5,4,NA,4,5,5,10,10,277,2770
38010,8540,SE SOUTHWORTH DR,Minor Arterial,1,545,Rural,545,15,South Colby Elementary,2,South Colby Elementary,165,NA,NA,5,4,NA,4,5,5,10,10,165,1650
38010,1384,SE SOUTHWORTH DR,Minor Arterial,1,966,Rural,966,15,South Colby Elementary,2,South Colby Elementary,293,NA,NA,5,4,NA,4,5,5,10,10,293,2930
38010,3879,SE SOUTHWORTH DR,Minor Arterial,1,1101,Rural,1101,15,South Colby Elementary,2,South Colby Elementary,20,NA,NA,5,4,NA,4,5,5,10,10,20,200
44259,6902,LOCKER RD SE,Local Access,1,2232,Rural,2232,15,South Colby Elementary,2,South Colby Elementary,402,NA,NA,4,3,NA,3,5,5,10,10,402,4020
44730,10044,SE BERRY ST,Local Access,1,362,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,362,0
44270,8707,YUKON HARBOR RD SE,Local Access,1,1674,Rural,1674,15,South Colby Elementary,2,South Colby Elementary,180,NA,NA,3,3,NA,3,5,5,10,10,180,1800
44410,7387,MCGREGOR DR SE,Local Access,1,402,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,402,0
44530,6375,ARVICK RD SE,Local Access,1,2452,Rural,2452,15,South Colby Elementary,2,South Colby Elementary,372,NA,NA,4,4,NA,3,5,5,10,10,372,3720
